ID,Symbol,Security,Wikipedia_URL,Cluster,X,Y
96,CF,CF Industries,https://en.wikipedia.org/wiki/CF_Industries,9,1.3110405,1.764826
97,CRL,Charles River Laboratories,https://en.wikipedia.org/wiki/Charles_River_Laboratories,13,-0.40332425,1.8220611
98,SCHW,Charles Schwab Corporation,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation,15,-0.3993934,7.744723
99,CHTR,Charter Communications,https://en.wikipedia.org/wiki/Charter_Communications,-1,3.6249866,5.0273967
100,CVX,Chevron Corporation,https://en.wikipedia.org/wiki/Chevron_Corporation,3,3.8765645,1.5191681
101,CMG,Chipotle Mexican Grill,https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill,9,1.9280714,1.0888249
102,CB,Chubb Limited,https://en.wikipedia.org/wiki/Chubb_Limited,17,0.7348992,7.7180533
103,CHD,Church & Dwight,https://en.wikipedia.org/wiki/Church_%26_Dwight,6,1.8025482,2.301897
104,CI,Cigna,https://en.wikipedia.org/wiki/Cigna,17,0.772478,7.8436193
105,CINF,Cincinnati Financial,https://en.wikipedia.org/wiki/Cincinnati_Financial,17,0.8430667,8.085665
106,CTAS,Cintas,https://en.wikipedia.org/wiki/Cintas,17,0.5358041,8.043032
107,CSCO,Cisco,https://en.wikipedia.org/wiki/Cisco,22,-0.99219507,4.728137
108,C,Citigroup,https://en.wikipedia.org/wiki/Citigroup,15,0.14286429,7.7127786
109,CFG,Citizens Financial Group,https://en.wikipedia.org/wiki/Citizens_Financial_Group,15,-0.08650182,7.730796
110,CLX,Clorox,https://en.wikipedia.org/wiki/Clorox,6,1.4644433,2.086997
111,CME,CME Group,https://en.wikipedia.org/wiki/CME_Group,10,1.9115399,6.6125712
112,CMS,CMS Energy,https://en.wikipedia.org/wiki/CMS_Energy,3,4.838128,2.1256502
113,KO,Coca-Cola Company (The),https://en.wikipedia.org/wiki/The_Coca-Cola_Company,8,2.6806626,1.7235172
114,CTSH,Cognizant,https://en.wikipedia.org/wiki/Cognizant,-1,-0.68410075,5.2302976
115,COIN,Coinbase,https://en.wikipedia.org/wiki/Coinbase,10,1.6934391,6.3946133
116,CL,Colgate-Palmolive,https://en.wikipedia.org/wiki/Colgate-Palmolive,-1,2.444965,2.2053692
117,CMCSA,Comcast,https://en.wikipedia.org/wiki/Comcast,-1,3.6443384,5.217494
118,CAG,Conagra Brands,https://en.wikipedia.org/wiki/Conagra_Brands,9,1.4527168,1.1478815
119,COP,ConocoPhillips,https://en.wikipedia.org/wiki/ConocoPhillips,3,3.6864476,1.6044432
120,ED,Consolidated Edison,https://en.wikipedia.org/wiki/Consolidated_Edison,3,5.356931,2.3459187
121,STZ,Constellation Brands,https://en.wikipedia.org/wiki/Constellation_Brands,8,2.7822173,1.4057877
122,CEG,Constellation Energy,https://en.wikipedia.org/wiki/Constellation_Energy,3,4.720748,1.862162
123,COO,Cooper Companies (The),https://en.wikipedia.org/wiki/The_Cooper_Companies,-1,0.03568802,1.9785302
124,CPRT,Copart,https://en.wikipedia.org/wiki/Copart,2,2.2511666,4.4355083
125,GLW,Corning Inc.,https://en.wikipedia.org/wiki/Corning_Inc.,6,0.6464524,1.5556525
126,CPAY,Corpay,https://en.wikipedia.org/wiki/Corpay,14,-0.097215615,5.849232
127,CTVA,Corteva,https://en.wikipedia.org/wiki/Corteva,-1,0.37252492,1.5407093
128,CSGP,CoStar Group,https://en.wikipedia.org/wiki/CoStar_Group,5,2.9328015,6.531275
129,COST,Costco,https://en.wikipedia.org/wiki/Costco,2,2.6706598,4.462921
130,CTRA,Coterra,https://en.wikipedia.org/wiki/Coterra,3,4.350086,1.6054103
131,CRWD,CrowdStrike,https://en.wikipedia.org/wiki/CrowdStrike,-1,-1.0307603,4.8953166
132,CCI,Crown Castle,https://en.wikipedia.org/wiki/Crown_Castle,4,3.2456214,6.78454
133,CSX,CSX Corporation,https://en.wikipedia.org/wiki/CSX_Corporation,-1,3.0218472,5.093611
134,CMI,Cummins,https://en.wikipedia.org/wiki/Cummins,12,1.8724657,3.5146813
135,CVS,CVS Health,https://en.wikipedia.org/wiki/CVS_Health,1,1.3258098,4.9116406
136,DHR,Danaher Corporation,https://en.wikipedia.org/wiki/Danaher_Corporation,13,-0.8078166,2.1112502
137,DRI,Darden Restaurants,https://en.wikipedia.org/wiki/Darden_Restaurants,2,2.02893,4.894334
138,DDOG,Datadog,https://en.wikipedia.org/wiki/Datadog,22,-0.69687814,5.194991
139,DVA,DaVita,https://en.wikipedia.org/wiki/DaVita,13,-0.5974072,1.9504952
140,DAY,Dayforce,https://en.wikipedia.org/wiki/Dayforce,22,-0.9114005,5.6010623
141,DECK,Deckers Brands,https://en.wikipedia.org/wiki/Deckers_Brands,2,2.4473011,3.6297526
142,DE,Deere & Company,https://en.wikipedia.org/wiki/John_Deere,12,1.9969252,3.5560172
143,DELL,Dell Technologies,https://en.wikipedia.org/wiki/Dell_Technologies,-1,0.08409759,4.562043
144,DAL,Delta Air Lines,https://en.wikipedia.org/wiki/Delta_Air_Lines,2,2.0939624,5.2451572
145,DVN,Devon Energy,https://en.wikipedia.org/wiki/Devon_Energy,3,4.131454,1.8841871
146,DXCM,Dexcom,https://en.wikipedia.org/wiki/Dexcom,13,-0.8695426,2.872125
147,FANG,Diamondback Energy,https://en.wikipedia.org/wiki/Diamondback_Energy,3,3.9726343,1.9158399
148,DLR,Digital Realty,https://en.wikipedia.org/wiki/Digital_Realty,4,3.668354,7.3438888
149,DG,Dollar General,https://en.wikipedia.org/wiki/Dollar_General,2,1.670663,4.4630823
150,DLTR,Dollar Tree,https://en.wikipedia.org/wiki/Dollar_Tree,2,1.8568001,4.5444474
151,D,Dominion Energy,https://en.wikipedia.org/wiki/Dominion_Energy,3,4.3472223,2.4368618
152,DPZ,Domino's,https://en.wikipedia.org/wiki/Domino%27s,2,2.065025,4.757965
153,DASH,DoorDash,https://en.wikipedia.org/wiki/DoorDash,2,1.8390344,5.1447372
154,DOV,Dover Corporation,https://en.wikipedia.org/wiki/Dover_Corporation,6,2.227357,2.9833062
155,DOW,Dow Inc.,https://en.wikipedia.org/wiki/Dow_Chemical_Company,6,2.0737207,2.5031967
156,DHI,D. R. Horton,https://en.wikipedia.org/wiki/D._R._Horton,2,2.1066184,4.4125733
157,DTE,DTE Energy,https://en.wikipedia.org/wiki/DTE_Energy,3,4.4525795,2.3967888
158,DUK,Duke Energy,https://en.wikipedia.org/wiki/Duke_Energy,3,4.5867844,2.2409062
159,DD,DuPont,https://en.wikipedia.org/wiki/DuPont,6,1.6287348,2.4104898
160,EMN,Eastman Chemical Company,https://en.wikipedia.org/wiki/Eastman_Chemical_Company,6,1.2441733,2.497465
161,ETN,Eaton Corporation,https://en.wikipedia.org/wiki/Eaton_Corporation,3,5.0562544,2.1193633
162,EBAY,eBay Inc.,https://en.wikipedia.org/wiki/EBay,10,1.6617591,5.872566
163,ECL,Ecolab,https://en.wikipedia.org/wiki/Ecolab,-1,0.99146986,1.9448526
164,EIX,Edison International,https://en.wikipedia.org/wiki/Edison_International,3,5.408777,2.553873
165,EW,Edwards Lifesciences,https://en.wikipedia.org/wiki/Edwards_Lifesciences,13,-0.71220654,2.274338
166,EA,Electronic Arts,https://en.wikipedia.org/wiki/Electronic_Arts,21,-1.1254506,3.9545505
167,ELV,Elevance Health,https://en.wikipedia.org/wiki/Elevance_Health,1,1.3127887,6.166834
168,EME,Emcor,https://en.wikipedia.org/wiki/Emcor,3,5.290187,2.366457
169,EMR,Emerson Electric,https://en.wikipedia.org/wiki/Emerson_Electric,3,5.5886564,2.6810207
170,ETR,Entergy,https://en.wikipedia.org/wiki/Entergy,3,4.906434,2.237054
171,EOG,EOG Resources,https://en.wikipedia.org/wiki/EOG_Resources,3,4.154361,1.7734774
172,EPAM,EPAM Systems,https://en.wikipedia.org/wiki/EPAM_Systems,21,-1.1917228,3.5828345
173,EQT,EQT Corporation,https://en.wikipedia.org/wiki/EQT_Corporation,3,4.3995724,1.7510525
174,EFX,Equifax,https://en.wikipedia.org/wiki/Equifax,18,-0.39289674,6.5472603
175,EQIX,Equinix,https://en.wikipedia.org/wiki/Equinix,4,2.9788523,7.1409597
176,EQR,Equity Residential,https://en.wikipedia.org/wiki/Equity_Residential,4,3.2796817,7.3337455
177,ERIE,Erie Indemnity,https://en.wikipedia.org/wiki/Erie_Insurance_Group,17,1.3827751,8.155966
178,ESS,Essex Property Trust,https://en.wikipedia.org/wiki/Essex_Property_Trust,4,3.6904917,7.301776
179,EL,Estée Lauder Companies (The),https://en.wikipedia.org/wiki/The_Est%C3%A9e_Lauder_Companies,2,2.6716015,3.7576623
180,EG,Everest Group,https://en.wikipedia.org/wiki/Everest_Group,17,1.7570269,7.6270413
181,EVRG,Evergy,https://en.wikipedia.org/wiki/Evergy,3,5.1457615,2.364041
182,ES,Eversource Energy,https://en.wikipedia.org/wiki/Eversource_Energy,3,5.3594365,2.5298095
183,EXC,Exelon,https://en.wikipedia.org/wiki/Exelon,3,5.2852373,2.5425458
184,EXE,Expand Energy,https://en.wikipedia.org/wiki/Expand_Energy,3,4.399748,1.8284434
185,EXPE,Expedia Group,https://en.wikipedia.org/wiki/Expedia_Group,5,2.722717,6.4272695
186,EXPD,Expeditors International,https://en.wikipedia.org/wiki/Expeditors_International,10,2.417249,6.0108414
187,EXR,Extra Space Storage,https://en.wikipedia.org/wiki/Extra_Space_Storage,4,3.769786,7.0447135
188,XOM,ExxonMobil,https://en.wikipedia.org/wiki/ExxonMobil,3,4.044257,1.3758912
189,FFIV,"F5, Inc.","https://en.wikipedia.org/wiki/F5,_Inc.",18,-0.9762163,5.9580035
190,FDS,FactSet,https://en.wikipedia.org/wiki/FactSet,18,-0.84275055,6.3552747
191,FICO,Fair Isaac,https://en.wikipedia.org/wiki/FICO,18,-0.7421494,6.4157977
192,FAST,Fastenal,https://en.wikipedia.org/wiki/Fastenal,10,1.0184813,5.673226
193,FRT,Federal Realty Investment Trust,https://en.wikipedia.org/wiki/Federal_Realty_Investment_Trust,4,3.5975642,7.6228924
194,FDX,FedEx,https://en.wikipedia.org/wiki/FedEx,10,1.4581188,5.726765
195,FIS,Fidelity National Information Services,https://en.wikipedia.org/wiki/FIS_(company),18,-0.75238067,6.323051
196,FITB,Fifth Third Bancorp,https://en.wikipedia.org/wiki/Fifth_Third_Bancorp,15,-0.23069727,8.2365055
197,FSLR,First Solar,https://en.wikipedia.org/wiki/First_Solar,20,-0.38081717,3.5553863
198,FE,FirstEnergy,https://en.wikipedia.org/wiki/FirstEnergy,3,5.358473,2.1272974
199,FI,Fiserv,https://en.wikipedia.org/wiki/Fiserv,18,-0.8109757,6.294911
200,F,Ford Motor Company,https://en.wikipedia.org/wiki/Ford_Motor_Company,11,2.2375743,3.7831385
201,FTNT,Fortinet,https://en.wikipedia.org/wiki/Fortinet,18,-1.1947119,5.8279366
202,FTV,Fortive,https://en.wikipedia.org/wiki/Fortive,18,-1.1474231,5.975579
203,FOXA,Fox Corporation (Class A),https://en.wikipedia.org/wiki/Fox_Corporation,5,3.9368825,4.781913
204,FOX,Fox Corporation (Class B),https://en.wikipedia.org/wiki/Fox_Corporation,5,3.9531279,4.824275
205,BEN,Franklin Resources,https://en.wikipedia.org/wiki/Franklin_Templeton_Investments,10,1.0844344,6.258535
206,FCX,Freeport-McMoRan,https://en.wikipedia.org/wiki/Freeport-McMoRan,0,2.3218834,1.8299327
207,GRMN,Garmin,https://en.wikipedia.org/wiki/Garmin,11,0.47852322,3.8294568
208,IT,Gartner,https://en.wikipedia.org/wiki/Gartner,11,0.7484778,4.287904
209,GE,GE Aerospace,https://en.wikipedia.org/wiki/GE_Aerospace,11,1.2177432,3.5066364
210,GEHC,GE HealthCare,https://en.wikipedia.org/wiki/GE_HealthCare,13,-0.4774211,2.6620307
211,GEV,GE Vernova,https://en.wikipedia.org/wiki/GE_Vernova,-1,4.148762,5.7465343
212,GEN,Gen Digital,https://en.wikipedia.org/wiki/Gen_Digital,11,0.6938421,4.5962963
213,GNRC,Generac,https://en.wikipedia.org/wiki/Generac,11,1.7178049,3.2925258
214,GD,General Dynamics,https://en.wikipedia.org/wiki/General_Dynamics,11,1.3143735,3.942309
215,GIS,General Mills,https://en.wikipedia.org/wiki/General_Mills,9,1.4954171,1.2589141
216,GM,General Motors,https://en.wikipedia.org/wiki/General_Motors,11,1.6789945,3.6262743
217,GPC,Genuine Parts Company,https://en.wikipedia.org/wiki/Genuine_Parts_Company,12,2.5871916,3.5043447
218,GILD,Gilead Sciences,https://en.wikipedia.org/wiki/Gilead_Sciences,13,-0.93350756,1.1870073
219,GPN,Global Payments,https://en.wikipedia.org/wiki/Global_Payments,14,-0.12428903,6.0511594
220,GL,Globe Life,https://en.wikipedia.org/wiki/Globe_Life,17,1.4218597,7.6619024
221,GDDY,GoDaddy,https://en.wikipedia.org/wiki/GoDaddy,-1,1.1729319,5.219513
222,GS,Goldman Sachs,https://en.wikipedia.org/wiki/Goldman_Sachs,15,0.018725403,7.341713
223,HAL,Halliburton,https://en.wikipedia.org/wiki/Halliburton,-1,3.5159605,2.0260544
224,HIG,Hartford (The),https://en.wikipedia.org/wiki/The_Hartford,17,1.3070226,8.010894
225,HAS,Hasbro,https://en.wikipedia.org/wiki/Hasbro,-1,1.7588947,2.5801387
226,HCA,HCA Healthcare,https://en.wikipedia.org/wiki/HCA_Healthcare,1,1.3276587,5.2118754
227,DOC,Healthpeak Properties,https://en.wikipedia.org/wiki/Healthpeak_Properties,4,3.1243877,7.101917
228,HSIC,Henry Schein,https://en.wikipedia.org/wiki/Henry_Schein,1,0.8740228,4.9836035
229,HSY,Hershey Company (The),https://en.wikipedia.org/wiki/The_Hershey_Company,9,2.1553342,1.31367
230,HPE,Hewlett Packard Enterprise,https://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise,11,0.87704736,4.3854384
231,HLT,Hilton Worldwide,https://en.wikipedia.org/wiki/Hilton_Worldwide,5,3.3194373,6.076093
232,HOLX,Hologic,https://en.wikipedia.org/wiki/Hologic,13,-0.35508496,2.4788465
233,HD,Home Depot (The),https://en.wikipedia.org/wiki/Home_Depot,2,2.0329697,4.0247025
234,HON,Honeywell,https://en.wikipedia.org/wiki/Honeywell,-1,2.3460023,3.1529891
235,HRL,Hormel Foods,https://en.wikipedia.org/wiki/Hormel_Foods,9,1.7883266,0.92897046
236,HST,Host Hotels & Resorts,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts,5,3.3344252,6.566662
237,HWM,Howmet Aerospace,https://en.wikipedia.org/wiki/Howmet_Aerospace,11,0.864057,3.174702
238,HPQ,HP Inc.,https://en.wikipedia.org/wiki/HP_Inc.,11,0.6578433,4.5158315
239,HUBB,Hubbell Incorporated,https://en.wikipedia.org/wiki/Hubbell_Incorporated,-1,1.5416397,2.8209553
240,HUM,Humana,https://en.wikipedia.org/wiki/Humana,1,1.1766663,5.6589503
241,HBAN,Huntington Bancshares,https://en.wikipedia.org/wiki/Huntington_Bancshares,15,-0.2988607,8.294367
242,HII,Huntington Ingalls Industries,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries,11,1.2212099,3.7727175
243,IBM,IBM,https://en.wikipedia.org/wiki/IBM,-1,0.10036761,5.0653105
244,IEX,IDEX Corporation,https://en.wikipedia.org/wiki/IDEX_Corporation,13,-0.010190287,1.7626636
245,IDXX,Idexx Laboratories,https://en.wikipedia.org/wiki/Idexx_Laboratories,13,-0.27142537,1.4927856
246,ITW,Illinois Tool Works,https://en.wikipedia.org/wiki/Illinois_Tool_Works,-1,1.7796246,3.026731
247,INCY,Incyte,https://en.wikipedia.org/wiki/Incyte,13,-0.4741477,1.4512688
248,IR,Ingersoll Rand,https://en.wikipedia.org/wiki/Ingersoll_Rand,-1,2.1215289,2.86755
250,INTC,Intel,https://en.wikipedia.org/wiki/Intel,-1,-0.13753,4.47532
251,IBKR,Interactive Brokers,https://en.wikipedia.org/wiki/Interactive_Brokers,10,1.633497,6.523403
252,ICE,Intercontinental Exchange,https://en.wikipedia.org/wiki/Intercontinental_Exchange,10,1.9288248,6.966863
254,IP,International Paper,https://en.wikipedia.org/wiki/International_Paper,6,1.3547126,2.0051193
255,IPG,Interpublic Group of Companies (The),https://en.wikipedia.org/wiki/The_Interpublic_Group_of_Companies,-1,1.4592531,6.7067
256,INTU,Intuit,https://en.wikipedia.org/wiki/Intuit,-1,-0.7206776,4.8541303
257,ISRG,Intuitive Surgical,https://en.wikipedia.org/wiki/Intuitive_Surgical,13,-0.89793855,2.6366084
258,IVZ,Invesco,https://en.wikipedia.org/wiki/Invesco,-1,2.4175,7.2240005
259,INVH,Invitation Homes,https://en.wikipedia.org/wiki/Invitation_Homes,5,2.7048702,5.9716825
260,IQV,IQVIA,https://en.wikipedia.org/wiki/IQVIA,13,-0.5078766,1.8521141
261,IRM,Iron Mountain,https://en.wikipedia.org/wiki/Iron_Mountain_(company),0,1.2422098,2.6297357
262,JBHT,J.B. Hunt,https://en.wikipedia.org/wiki/J.B._Hunt,-1,1.4145117,4.4613156
263,JBL,Jabil,https://en.wikipedia.org/wiki/Jabil,-1,0.7660326,3.1963794
264,JKHY,Jack Henry & Associates,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,-1,0.46469322,6.197904
265,J,Jacobs Solutions,https://en.wikipedia.org/wiki/Jacobs_Solutions,-1,1.3788244,4.28685
266,JNJ,Johnson & Johnson,https://en.wikipedia.org/wiki/Johnson_%26_Johnson,-1,1.6874552,3.6910791
267,JCI,Johnson Controls,https://en.wikipedia.org/wiki/Johnson_Controls,-1,2.3203194,3.1345687
268,JPM,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,15,-0.41153947,7.501408
269,K,Kellanova,https://en.wikipedia.org/wiki/Kellanova,9,1.2483511,1.2579257
