ID,Symbol,Security,Wikipedia_URL,Cluster
342,NTRS,Northern Trust,https://en.wikipedia.org/wiki/Northern_Trust,-1
343,NOC,Northrop Grumman,https://en.wikipedia.org/wiki/Northrop_Grumman,-1
344,NCLH,Norwegian Cruise Line Holdings,https://en.wikipedia.org/wiki/Norwegian_Cruise_Line_Holdings,-1
345,NRG,NRG Energy,https://en.wikipedia.org/wiki/NRG_Energy,3
346,NUE,Nucor,https://en.wikipedia.org/wiki/Nucor,-1
347,NVDA,Nvidia,https://en.wikipedia.org/wiki/Nvidia,-1
348,NVR,"NVR, Inc.","https://en.wikipedia.org/wiki/NVR,_Inc.",-1
349,NXPI,NXP Semiconductors,https://en.wikipedia.org/wiki/NXP_Semiconductors,-1
350,ORLY,O’Reilly Automotive,https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts,-1
351,OXY,Occidental Petroleum,https://en.wikipedia.org/wiki/Occidental_Petroleum,3
352,ODFL,Old Dominion,https://en.wikipedia.org/wiki/Old_Dominion_Freight_Line,-1
353,OMC,Omnicom Group,https://en.wikipedia.org/wiki/Omnicom_Group,-1
354,ON,ON Semiconductor,https://en.wikipedia.org/wiki/Onsemi,9
355,OKE,Oneok,https://en.wikipedia.org/wiki/Oneok,-1
356,ORCL,Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation,-1
357,OTIS,Otis Worldwide,https://en.wikipedia.org/wiki/Otis_Worldwide,-1
358,PCAR,Paccar,https://en.wikipedia.org/wiki/Paccar,-1
359,PKG,Packaging Corporation of America,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America,-1
360,PLTR,Palantir Technologies,https://en.wikipedia.org/wiki/Palantir_Technologies,-1
361,PANW,Palo Alto Networks,https://en.wikipedia.org/wiki/Palo_Alto_Networks,-1
362,PSKY,Paramount Skydance Corporation,https://en.wikipedia.org/wiki/Paramount_Skydance,-1
363,PH,Parker Hannifin,https://en.wikipedia.org/wiki/Parker_Hannifin,-1
364,PAYX,Paychex,https://en.wikipedia.org/wiki/Paychex,-1
365,PAYC,Paycom,https://en.wikipedia.org/wiki/Paycom,-1
366,PYPL,PayPal,https://en.wikipedia.org/wiki/PayPal,-1
367,PNR,Pentair,https://en.wikipedia.org/wiki/Pentair,-1
368,PEP,PepsiCo,https://en.wikipedia.org/wiki/PepsiCo,2
369,PFE,Pfizer,https://en.wikipedia.org/wiki/Pfizer,-1
370,PCG,PG&E Corporation,https://en.wikipedia.org/wiki/PG%26E,-1
371,PM,Philip Morris International,https://en.wikipedia.org/wiki/Philip_Morris_International,-1
372,PSX,Phillips 66,https://en.wikipedia.org/wiki/Phillips_66,3
373,PNW,Pinnacle West Capital,https://en.wikipedia.org/wiki/Pinnacle_West_Capital,-1
374,PNC,PNC Financial Services,https://en.wikipedia.org/wiki/PNC_Financial_Services,-1
375,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation,5
376,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries,4
377,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,-1
378,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,4
379,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble,-1
380,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation,8
381,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis,-1
382,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial,4
383,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group,-1
384,PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company),-1
385,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage,7
386,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup,-1
387,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services,3
388,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm,-1
389,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics,7
390,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,-1
391,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial,8
392,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation,-1
393,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income,7
394,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers,7
395,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,7
396,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation,-1
397,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services,-1
398,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed,-1
399,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity,7
400,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets,-1
401,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation,-1
402,ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.",-1
403,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies,-1
404,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,1
405,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,-1
406,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global,-1
407,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce,10
408,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications,-1
409,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger,3
410,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology,-1
411,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra,-1
412,NOW,ServiceNow,https://en.wikipedia.org/wiki/ServiceNow,10
413,SHW,Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams,5
414,SPG,Simon Property Group,https://en.wikipedia.org/wiki/Simon_Property_Group,-1
415,SWKS,Skyworks Solutions,https://en.wikipedia.org/wiki/Skyworks_Solutions,-1
416,SJM,J.M. Smucker Company (The),https://en.wikipedia.org/wiki/The_J.M._Smucker_Company,2
417,SW,Smurfit Westrock,https://en.wikipedia.org/wiki/Smurfit_Westrock,-1
418,SNA,Snap-on,https://en.wikipedia.org/wiki/Snap-on,-1
419,SOLV,Solventum,https://en.wikipedia.org/wiki/Solventum,-1
420,SO,Southern Company,https://en.wikipedia.org/wiki/Southern_Company,-1
421,LUV,Southwest Airlines,https://en.wikipedia.org/wiki/Southwest_Airlines,-1
422,SWK,Stanley Black & Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,-1
423,SBUX,Starbucks,https://en.wikipedia.org/wiki/Starbucks,-1
424,STT,State Street Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation,8
425,STLD,Steel Dynamics,https://en.wikipedia.org/wiki/Steel_Dynamics,-1
426,STE,Steris,https://en.wikipedia.org/wiki/Steris,-1
427,SYK,Stryker Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation,-1
428,SMCI,Supermicro,https://en.wikipedia.org/wiki/Supermicro,9
429,SYF,Synchrony Financial,https://en.wikipedia.org/wiki/Synchrony_Financial,-1
430,SNPS,Synopsys,https://en.wikipedia.org/wiki/Synopsys,-1
431,SYY,Sysco,https://en.wikipedia.org/wiki/Sysco,-1
432,TMUS,T-Mobile US,https://en.wikipedia.org/wiki/T-Mobile_US,-1
433,TROW,T. Rowe Price,https://en.wikipedia.org/wiki/T._Rowe_Price,4
434,TTWO,Take-Two Interactive,https://en.wikipedia.org/wiki/Take-Two_Interactive,-1
435,TPR,"Tapestry, Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc.",-1
436,TRGP,Targa Resources,https://en.wikipedia.org/wiki/Targa_Resources,-1
437,TGT,Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation,-1
438,TEL,TE Connectivity,https://en.wikipedia.org/wiki/TE_Connectivity,-1
439,TDY,Teledyne Technologies,https://en.wikipedia.org/wiki/Teledyne_Technologies,6
440,TER,Teradyne,https://en.wikipedia.org/wiki/Teradyne,-1
441,TSLA,"Tesla, Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc.",-1
442,TXN,Texas Instruments,https://en.wikipedia.org/wiki/Texas_Instruments,6
443,TPL,Texas Pacific Land Corporation,https://en.wikipedia.org/wiki/Texas_Pacific_Land_Corporation,-1
444,TXT,Textron,https://en.wikipedia.org/wiki/Textron,6
445,TMO,Thermo Fisher Scientific,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific,-1
446,TJX,TJX Companies,https://en.wikipedia.org/wiki/TJX_Companies,6
447,TKO,TKO Group Holdings,https://en.wikipedia.org/wiki/TKO_Group_Holdings,-1
448,TTD,Trade Desk (The),https://en.wikipedia.org/wiki/The_Trade_Desk,-1
449,TSCO,Tractor Supply,https://en.wikipedia.org/wiki/Tractor_Supply,-1
450,TT,Trane Technologies,https://en.wikipedia.org/wiki/Trane_Technologies,6
451,TDG,TransDigm Group,https://en.wikipedia.org/wiki/TransDigm_Group,-1
452,TRV,Travelers Companies (The),https://en.wikipedia.org/wiki/The_Travelers_Companies,-1
453,TRMB,Trimble Inc.,https://en.wikipedia.org/wiki/Trimble_Inc.,6
454,TFC,Truist Financial,https://en.wikipedia.org/wiki/Truist_Financial,8
455,TYL,Tyler Technologies,https://en.wikipedia.org/wiki/Tyler_Technologies,6
456,TSN,Tyson Foods,https://en.wikipedia.org/wiki/Tyson_Foods,-1
457,USB,U.S. Bancorp,https://en.wikipedia.org/wiki/U.S._Bancorp,8
458,UBER,Uber,https://en.wikipedia.org/wiki/Uber,-1
459,UDR,"UDR, Inc.","https://en.wikipedia.org/wiki/UDR,_Inc.",7
460,ULTA,Ulta Beauty,https://en.wikipedia.org/wiki/Ulta_Beauty,-1
461,UNP,Union Pacific Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation,-1
462,UAL,United Airlines Holdings,https://en.wikipedia.org/wiki/United_Airlines_Holdings,-1
463,UPS,United Parcel Service,https://en.wikipedia.org/wiki/United_Parcel_Service,-1
464,URI,United Rentals,https://en.wikipedia.org/wiki/United_Rentals,-1
465,UNH,UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group,-1
466,UHS,Universal Health Services,https://en.wikipedia.org/wiki/Universal_Health_Services,-1
467,VLO,Valero Energy,https://en.wikipedia.org/wiki/Valero_Energy,-1
468,VTR,Ventas,https://en.wikipedia.org/wiki/Ventas_(company),7
469,VLTO,Veralto,https://en.wikipedia.org/wiki/Veralto,-1
470,VRSN,Verisign,https://en.wikipedia.org/wiki/Verisign,-1
471,VRSK,Verisk Analytics,https://en.wikipedia.org/wiki/Verisk_Analytics,-1
472,VZ,Verizon,https://en.wikipedia.org/wiki/Verizon,-1
473,VRTX,Vertex Pharmaceuticals,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals,7
474,VTRS,Viatris,https://en.wikipedia.org/wiki/Viatris,-1
475,VICI,Vici Properties,https://en.wikipedia.org/wiki/Vici_Properties,-1
476,V,Visa Inc.,https://en.wikipedia.org/wiki/Visa_Inc.,-1
477,VST,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp,-1
478,VMC,Vulcan Materials Company,https://en.wikipedia.org/wiki/Vulcan_Materials_Company,-1
479,WRB,W. R. Berkley Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation,-1
480,GWW,W. W. Grainger,https://en.wikipedia.org/wiki/W._W._Grainger,5
481,WAB,Wabtec,https://en.wikipedia.org/wiki/Wabtec,-1
482,WMT,Walmart,https://en.wikipedia.org/wiki/Walmart,-1
483,DIS,Walt Disney Company (The),https://en.wikipedia.org/wiki/The_Walt_Disney_Company,-1
484,WBD,Warner Bros. Discovery,https://en.wikipedia.org/wiki/Warner_Bros._Discovery,-1
485,WM,Waste Management,"https://en.wikipedia.org/wiki/Waste_Management,_Inc.",-1
486,WAT,Waters Corporation,https://en.wikipedia.org/wiki/Waters_Corporation,-1
487,WEC,WEC Energy Group,https://en.wikipedia.org/wiki/WEC_Energy_Group,3
488,WFC,Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo,8
489,WELL,Welltower,https://en.wikipedia.org/wiki/Welltower,7
490,WST,West Pharmaceutical Services,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services,-1
491,WDC,Western Digital,https://en.wikipedia.org/wiki/Western_Digital,-1
492,WY,Weyerhaeuser,https://en.wikipedia.org/wiki/Weyerhaeuser,-1
493,WSM,"Williams-Sonoma, Inc.","https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc.",-1
494,WMB,Williams Companies,https://en.wikipedia.org/wiki/Williams_Companies,-1
495,WTW,Willis Towers Watson,https://en.wikipedia.org/wiki/Willis_Towers_Watson,-1
496,WDAY,"Workday, Inc.","https://en.wikipedia.org/wiki/Workday,_Inc.",10
497,WYNN,Wynn Resorts,https://en.wikipedia.org/wiki/Wynn_Resorts,-1
498,XEL,Xcel Energy,https://en.wikipedia.org/wiki/Xcel_Energy,3
499,XYL,Xylem Inc.,https://en.wikipedia.org/wiki/Xylem_Inc.,-1
500,YUM,Yum! Brands,https://en.wikipedia.org/wiki/Yum!_Brands,-1
501,ZBRA,Zebra Technologies,https://en.wikipedia.org/wiki/Zebra_Technologies,-1
502,ZBH,Zimmer Biomet,https://en.wikipedia.org/wiki/Zimmer_Biomet,-1
503,ZTS,Zoetis,https://en.wikipedia.org/wiki/Zoetis,-1
